Rank,School Name,School Type,Early Career Pay,Mid-Career Pay,% High Meaning,% STEM Degrees
1417,Thomas University,Private School,38200,63200,0.66,0.03
1418 (tie),University of Pikeville,"Liberal Arts School, Private School, Religious",36600,63100,N/A,0.13
1418 (tie),Saint Louis Christian College,"Private School, Religious",37800,63100,N/A,0
1418 (tie),University of Maine at Farmington,State School,40100,63100,0.67,0.07
1418 (tie),William Carey University,"Private School, Religious",40200,63100,0.58,0.06
1422,Emory & Henry College,"Liberal Arts School, Private School, Religious",37600,63000,0.54,0.16
1423,Mars Hill University,Private School,39800,62900,0.61,0.16
1424 (tie),Daytona State College,State School,38600,62800,0.66,0.06
1424 (tie),Indiana University-East,State School,39700,62800,0.59,0.08
1426,Glenville State College,State School,39700,62600,0.59,0.04
1427 (tie),Asbury University,Private School,37400,62500,0.58,0.04
1427 (tie),Pensacola State College,State School,41600,62500,N/A,0.03
1429 (tie),Black Hills State University,State School,39000,62400,0.51,0.09
1429 (tie),North Central University,"Private School, Religious",37500,62400,0.7,0
1431 (tie),Arizona Christian University,"Private School, Religious",39100,62300,N/A,0.05
1431 (tie),Georgia Gwinnett College,State School,39400,62300,0.45,0.22
1433 (tie),"Anderson University - Anderson, SC","Private School, Religious",38100,62200,0.5,0.04
1433 (tie),Briar Cliff University,"Private School, Religious",40700,62200,0.62,0.06
1433 (tie),Toccoa Falls College,"Private School, Religious",37400,62200,0.64,0.03
1436 (tie),Alcorn State University,"For Sports Fans, State School",40600,62100,0.72,0.19
1436 (tie),Bay Path University,Private School,41800,62100,0.51,0.03
1436 (tie),Le Moyne-Owen College,"Private School, Religious",38700,62100,N/A,0.11
1439 (tie),Point University,"Private School, Religious",38600,62000,N/A,0.03
1439 (tie),Virginia Union University,"Liberal Arts School, Private School, Religious",40100,62000,0.56,0.09
1439 (tie),William Woods University,"Private School, Religious",38900,62000,0.61,0.03
1442,Converse College,Private School,37200,61800,0.69,0.06
1443 (tie),Keiser University-Ft Lauderdale,Private School,42500,61600,0.58,0.06
1443 (tie),University of Arkansas at Pine Bluff,"For Sports Fans, State School",40200,61600,0.72,0.22
1445,Bryan College-Dayton,"Business, Private School, Religious",39000,61400,0.6,0.02
1446 (tie),Judson College,"Liberal Arts School, Private School, Religious",38700,61300,0.59,0.07
1446 (tie),Manhattan Christian College,"Private School, Religious",37100,61300,N/A,0
1446 (tie),Tougaloo College,"Liberal Arts School, Private School, Religious",37100,61300,N/A,0.16
1449 (tie),Cheyney University of Pennsylvania,"Liberal Arts School, State School",38200,61200,0.67,0.08
1449 (tie),University of Mount Olive,"Private School, Religious",39800,61200,0.62,0.04
1449 (tie),Southwestern Assemblies of God University,"Private School, Religious",38000,61200,0.72,0
1452 (tie),Concordia University-Nebraska,"Private School, Religious",38400,60800,0.52,0.06
1452 (tie),University of Arkansas-Fort Smith,State School,38800,60800,0.6,0.08
1454 (tie),Edward Waters College,"Private School, Religious",36900,60500,N/A,0.13
1454 (tie),Harris-Stowe State University,State School,37800,60500,N/A,0.07
1454 (tie),Life Pacific College,"Private School, Religious",39000,60500,0.84,0
1454 (tie),Ohio Christian University,"Private School, Religious",37600,60500,0.61,0
1458,Hilbert College,"Private School, Religious",38300,60300,0.42,0.04
1459 (tie),Cazenovia College,Private School,37500,60200,0.5,0.02
1459 (tie),Flagler College-Tallahassee,"Business, Private School",38200,60200,0.43,0
1459 (tie),Mississippi University for Women,State School,40500,60200,0.58,0.02
1462,Southern University at New Orleans,State School,40100,60000,0.72,0.14
1463 (tie),Elizabeth City State University,State School,38900,59800,0.71,0.16
1463 (tie),Talladega College,"Private School, Religious",34900,59800,N/A,0.24
1465,Fayetteville State University,State School,37300,59700,0.63,0.07
1466,Coker College,Private School,36100,59600,0.53,0.04
1467,Calvary University,"Private School, Religious",36900,59500,N/A,0.02
1468 (tie),Wesleyan College,"Liberal Arts School, Private School, Religious",37300,59300,N/A,0.1
1468 (tie),West Virginia University at Parkersburg,State School,37900,59300,N/A,0.02
1468 (tie),Wiley College,"Private School, Religious",36300,59300,0.67,0.07
1471,Central Christian College of Kansas,"Private School, Religious",38100,59200,N/A,0.02
1472 (tie),Columbia International University,Private School,35200,59000,N/A,0
1472 (tie),University of Science and Arts of Oklahoma,"Liberal Arts School, State School",36000,59000,0.52,0.09
1474,Voorhees College,"Private School, Religious",36400,58900,N/A,0.13
1475,"Columbia College - Columbia, SC","Private School, Religious",38700,58600,0.55,0.1
1476,University of Maine at Machias,"Liberal Arts School, State School",37500,58500,N/A,0.18
1477,Fort Valley State University,State School,36100,58300,0.66,0.16
1478,The University of Montana-Western,State School,35900,58000,N/A,0.05
1479,Cincinnati Christian University,"Private School, Religious",37600,57800,0.76,0
1480 (tie),Florida Memorial University,"Private School, Religious",36400,57700,0.61,0.09
1480 (tie),Wilson College,"Private School, Religious",35100,57700,N/A,0.02
1482 (tie),Rust College,"Private School, Religious",35400,57600,N/A,0.37
1482 (tie),Trinity Bible College and Graduate School,"Private School, Religious",36900,57600,N/A,0
1484,Benedict College,"Private School, Religious",35700,57200,0.59,0.21
1485,Stillman College,"Liberal Arts School, Private School, Religious",36200,57100,0.73,0.21
1486 (tie),Saint Mary-of-the-Woods College,"Private School, Religious",37400,57000,0.64,0.02
1486 (tie),University of Valley Forge,"Private School, Religious",36400,57000,0.82,0
1488,"Bethel University - McKenzie, TN","Private School, Religious",38100,56800,0.54,0.02
1489,Northwest Florida State College,State School,39600,56700,N/A,0.02
1490 (tie),Lancaster Bible College,Private School,37700,55800,0.71,0
1490 (tie),Wheelock College,Private School,37000,55800,0.77,0.03
1492,Campbellsville University,"Private School, Religious",35900,55600,0.5,0.04
1493,Ozark Christian College,"Private School, Religious",35600,55300,0.86,0
1494,Saint Augustine's University,"Private School, Religious",37600,55200,0.66,0.12
1495,Miles College,"Private School, Religious",34000,54900,N/A,0.13
1496,Lindsey Wilson College,"Private School, Religious",33700,54800,0.54,0.03
1497,Livingstone College,"Private School, Religious",35700,54300,N/A,0.11
1498,Baptist Bible College,"Private School, Religious",33500,54200,N/A,0
1499,Martin Luther College,"Private School, Religious",34700,53600,N/A,0
1500,Texas College,"Private School, Religious",34100,53300,N/A,0.1
1501,Pacific Oaks College,Private School,35600,52700,N/A,0
1502,Nazarene Bible College,"Private School, Religious",35500,52100,N/A,0
1503,The Southern Baptist Theological Seminary,"Private School, Religious",33700,51700,N/A,0
1504,Morris College,"Private School, Religious",34100,51600,0.56,0.18
1505,Claflin University,"Liberal Arts School, Private School, Religious",35100,51500,0.79,0.18
1506,Philander Smith College,"Liberal Arts School, Private School, Religious",34700,51300,N/A,0.29
1507,Shaw University,"Private School, Religious",36600,51200,0.71,0.07
1508,Mississippi Valley State University,"For Sports Fans, State School",33400,51000,0.69,0.1
1509,Johnson University,"Private School, Religious",33300,49800,0.72,0
